ID,User_id,follower_count,likes,dislikes,effective_love,shares,reposts,comments,score
36,36,1036861,200522,55378,145144,2570,1068,25965,-971.7594334789954
37,37,2679085,157534,97854,59680,84,683,41672,-1125.5029587902864
38,38,8898888,399491,78584,320907,2264,1191,40210,-105.61075872433778
39,39,5343429,654036,42751,611285,8298,157,49809,1131.430424339758
40,40,1200607,636788,77304,559484,2965,304,34811,-174.40064855545998
41,41,8110569,40707,10799,29908,7862,759,1336,-110.09357878888679
42,42,2338826,665111,43012,622099,3129,1131,23650,-243.02262706023257
43,43,9844769,609193,83876,525317,3158,1314,11324,68.54042678901251
44,44,6875843,645675,88445,557230,9630,730,9012,770.0686705344923
45,45,4073025,294288,2903,291385,9237,305,7076,299.6719688882577
46,46,102235,18735,47763,-29028,4139,546,32149,-910.5639454493829
47,47,811598,306794,33633,273161,9517,1922,19288,319.83970783363065
48,48,7397070,523233,65706,457527,5560,1329,33118,366.3015974059104
49,49,2370585,400436,44060,356376,4243,914,43525,-217.34993653970466
50,50,221341,459426,51582,407844,867,759,12455,-1062.8166028392782
51,51,3575859,456874,59778,397096,4887,1372,47384,82.43843717117399
52,52,5983115,688858,85008,603850,1511,1209,48740,16.502673498600863
53,53,8383558,649638,40202,609436,8499,561,41167,1130.9505093685975
54,54,1253841,611781,966,610815,8280,156,16952,523.1658459093643
55,55,3547924,133798,75304,58494,6331,449,10699,-441.2749221629862
56,56,5657073,221270,42371,178899,8840,1433,4059,102.14955515420768
57,57,5089000,72792,80745,-7953,2998,466,22277,-770.4978661017677
58,58,4425668,614469,40831,573638,4006,475,45940,258.9224435436916
59,59,6839824,9294,49569,-40275,972,154,47485,-596.0687937130293
60,60,7376060,773927,28342,745585,5050,1527,41776,778.9944144164417
61,61,3659807,601826,62465,539361,2772,1972,13956,-120.860395145164
62,62,6072790,773742,37375,736367,389,1343,5217,-376.220143157873
63,63,3372246,400787,49936,350851,9973,584,15616,417.74635191562703
64,64,8880084,755478,6557,748921,6135,1979,8406,913.7233852822262
65,65,9497003,823129,58082,765047,3992,1273,27247,600.2613127544997
66,66,46185,153928,7684,146244,177,1859,40791,-1009.0173842080131
67,67,6908842,770605,42667,727938,2349,1448,43542,343.9411422070693
68,68,7515241,503580,40332,463248,8701,186,21710,869.2978127267154
69,69,6581731,782770,98553,684217,5082,1869,10826,492.4448815402303
70,70,171083,903746,76517,827229,7561,1698,24873,623.5272889030169
71,71,2128152,58301,94107,-35806,9664,278,42274,182.22079016661104
72,72,4481833,247641,75286,172355,832,611,15549,-1000.0864101324086
73,73,5446037,290167,82995,207172,3757,568,15885,-470.41110454581343
74,74,2192655,206463,83742,122721,7223,1710,7765,-301.3444481916495
75,75,4239517,711580,34806,676774,6456,423,35647,628.1046951351976
76,76,755753,62572,89499,-26927,112,345,745,-1664.1728272843138
77,77,234045,932446,60501,871945,2476,1386,32515,-50.448947286514326
78,78,665062,183809,37746,146063,1377,171,4755,-1168.9632610883177
79,79,3570906,304883,40660,264223,2729,1757,19567,-522.5931385956767
80,80,5702786,354839,43985,310854,9393,1802,19069,624.692227667246
81,81,5226678,827753,57673,770080,2475,1200,23451,51.3294473537014
82,82,5575150,790548,15689,774859,7166,1729,326,653.2828488036906
83,83,7513277,535890,93223,442667,8544,581,20010,662.020277583054
84,84,8905213,278751,37781,240970,1166,1251,11753,-625.5586103840608
85,85,8052195,579060,19757,559303,3686,1910,26994,428.6076859527027
86,86,5182809,382330,45513,336817,1736,1079,32638,-501.0404890512556
87,87,4118722,258243,76008,182235,412,1676,41362,-727.4304630481004
88,88,154769,274610,32969,241641,5208,196,17946,-438.56511386098873
89,89,5545982,900211,17411,882800,4564,867,6328,326.35366311019015
90,90,7521591,165397,50460,114937,9854,1529,40712,681.1337979699126
91,91,2987288,398475,74273,324202,8084,1437,35633,298.1420200785746
92,92,3134419,921353,68712,852641,3928,1983,20778,457.1160312845928
93,93,1079808,182401,24489,157912,7113,78,45291,116.6251677844018
94,94,1405250,57203,22666,34537,7090,1664,20678,-374.04159749504396
95,95,6537310,981694,30062,951632,472,18,42607,544.1000695415456
96,96,1414595,189414,3704,185710,9578,870,792,-164.77359639260325
97,97,7574150,688747,567,688180,6126,1893,8331,699.4872230328875
98,98,2827597,933683,3246,930437,1549,1197,4803,-232.14879169409878
99,99,4677053,545448,96366,449082,9322,1565,5440,481.96885015543256
100,100,4974130,735356,75708,659648,5438,641,16423,268.5014710330521
101,101,710204,202905,59646,143259,2364,1709,5437,-1078.2061273716356
102,102,7401548,789754,88971,700783,3436,1084,16004,169.09069415632504
103,103,3786434,56373,44169,12204,8072,1767,5205,-206.91807022404868
104,104,3795808,480762,85836,394926,6192,427,17865,42.76835257083946
105,105,6511460,687108,55778,631330,8634,1202,9140,688.5732032304384
106,106,3817364,359587,94782,264805,4502,362,18842,-316.01964491142576
107,107,6853750,433823,9855,423968,7534,530,13986,407.44977164572856
108,108,5757354,784511,77828,706683,5947,355,1772,392.07876942370723
109,109,1649130,792835,63861,728974,290,1595,30038,-393.12635560000814
110,110,2187770,455280,64668,390612,8867,164,22456,452.04918961406577
111,111,4804039,555549,82503,473046,7255,421,18912,367.8075274829703
112,112,4282439,637845,49667,588178,114,1213,1753,-774.302122385518
113,113,4354018,662515,79207,583308,5968,912,3570,45.0360376129828
114,114,9386531,856876,31840,825036,4765,1096,29294,773.4574042823276
115,115,7315221,935876,30800,905076,6788,466,39503,1188.9494735042665
116,116,4505719,494680,50012,444668,4034,852,47974,56.949875660322014
117,117,2028001,898547,98923,799624,8492,1980,35387,1091.681388710651
118,118,1099581,26228,62515,-36287,6348,557,15349,-710.2796758763475
119,119,4078960,68897,93264,-24367,3981,1201,10719,-908.6451731656
120,120,5276232,803778,14590,789188,3647,790,41517,418.5169007349124
121,121,4152162,13270,7857,5413,4856,1627,8940,-658.2785027987693
122,122,3562831,963600,3977,959623,3389,827,21915,274.6660791828186
123,123,128000,283881,93872,190009,6537,873,16298,-520.2305355367807
124,124,8068192,452678,54067,398611,6199,873,48135,549.4077864054814
125,125,3788362,470172,21213,448959,2202,1361,3915,-640.9700232872268
126,126,6513459,728682,41211,687471,8389,709,25033,890.829532395313
127,127,5272135,229061,60403,168658,7863,1848,39617,432.905491507296
128,128,3668155,72440,79744,-7304,2577,1334,44695,-757.9367855591269
129,129,3729009,505209,84959,420250,4146,1105,32321,-167.23632864358885
130,130,6133524,527287,76801,450486,673,831,14723,-613.7183834579025
131,131,141508,120842,41232,79610,2780,927,30955,-1035.487413851808
132,132,3823383,136009,24990,111019,750,600,24230,-1044.227303100688
133,133,1996162,150459,39780,110679,1155,1424,49301,-863.1119968584368
134,134,2934808,171612,70121,101491,7431,858,39791,-77.36058728454142
135,135,2946307,386262,88924,297338,3565,705,10073,-647.4273737345699
136,136,5438002,76794,7608,69186,354,203,12804,-1009.6036387795109
137,137,9266736,249997,37398,212599,5432,1453,9095,-25.453329330531282
138,138,3517972,162760,34507,128253,3181,1757,13452,-688.4576278704184
139,139,2015589,513175,18571,494604,423,1169,18754,-841.1267623732721
140,140,2397368,911468,79050,832418,9966,348,15729,1009.5110702453073
141,141,503557,112236,85384,26852,5081,1588,48053,-485.67396830739995
142,142,1242165,645970,36142,609828,153,1140,46345,-525.0597046006865
143,143,7540841,535285,38737,496548,4888,270,9533,223.8904774863974
144,144,1378321,548770,27253,521517,2254,161,10929,-475.99043282688046
145,145,833375,190338,17546,172792,2546,70,38313,-581.3566893235343
146,146,4901970,444246,18277,425969,1737,1744,9730,-473.620986390889
147,147,8508638,139826,26451,113375,9995,406,46696,846.318480713209
148,148,5412174,958700,74846,883854,8156,625,22720,1014.3263182961268
149,149,2953365,867999,14490,853509,8388,835,48156,1054.534343398091
150,150,1644295,307511,85728,221783,2714,45,40121,-410.53240512249636
151,151,9558387,711224,66462,644762,1150,1722,31435,236.91604547251802
152,152,3740834,473895,22004,451891,4802,1094,28184,-77.91169121505985
153,153,5266548,672971,95201,577770,4607,832,37359,249.13545202916563
154,154,7351089,544224,23372,520852,6927,1488,21878,558.7207421244555
155,155,9364403,229409,62722,166687,6760,207,21260,353.22453703247135
156,156,6363704,512603,5020,507583,4155,1758,15316,124.1980923270325
157,157,6117474,233013,72583,160430,595,167,1607,-910.3059963364324
158,158,8907978,463480,81886,381594,557,1406,13051,-496.1941522108324
159,159,7184150,211196,56322,154874,7012,1133,10022,-67.34302134194243
160,160,89488,98231,28096,70135,4405,973,27634,-858.477216276402
161,161,3363456,676016,69883,606133,4968,1270,1811,-132.62931234099713
162,162,7982797,252360,68412,183948,6281,1119,49874,310.8028782292429
163,163,8038479,296806,64379,232427,3853,373,11982,-223.59610491558888
164,164,7950467,365972,81151,284821,1936,1110,6685,-596.3695155532469
165,165,7922049,125374,48341,77033,72,1106,12495,-1053.355304590671
166,166,5687739,119566,99464,20102,2927,308,1271,-853.1434317880478
167,167,677160,765491,18459,747032,9431,375,41299,951.973807942696
168,168,3557830,992890,48179,944711,3085,488,12065,185.85937563818987
169,169,8883204,789942,58855,731087,8586,269,40102,1415.8880455955755
170,170,1872105,755623,8429,747194,7665,1196,29280,568.7010582662426
171,171,4703997,922120,1180,920940,4137,1372,18165,406.95563522337244
172,172,4702976,195754,16813,178941,5070,808,23049,-347.6913156150216
173,173,5320580,263298,25542,237756,2733,1243,35852,-425.9217324427098
174,174,1111730,478816,49116,429700,6649,508,22790,-15.139823247213197
175,175,8301988,962063,24798,937265,389,1610,25197,293.8510925993613
176,176,6814680,398920,22453,376467,1337,1873,42351,-75.36125590325906
177,177,941191,510224,6175,504049,9798,1977,22340,709.2512359089933
178,178,5093209,315263,59614,255649,4049,1016,7476,-532.372434724625
179,179,3020398,311928,68391,243537,993,1699,30298,-747.3759562367626
180,180,9727677,846171,54664,791507,472,1287,5574,-50.79102399905619
181,181,2353095,732684,60483,672201,9477,446,13508,687.2000832454537
182,182,340651,818519,62540,755979,9886,1600,32100,905.010757832915
183,183,3814996,299899,43477,256422,2324,139,34014,-382.05388973693374
184,184,5731896,647924,93963,553961,5781,1437,24621,339.94185342723256
185,185,2768925,838199,28508,809691,9619,1138,24611,927.1296009843098
186,186,3922533,355440,85737,269703,8446,1958,33049,537.5908816694562
187,187,1190135,650353,6198,644155,6776,1863,34950,537.7848122807379
188,188,4586260,888879,28627,860252,239,420,39702,51.36397124649349
189,189,9288161,759097,15458,743639,6064,1451,7039,688.3970884157627
190,190,4709699,443730,67995,375735,2849,85,40707,-8.125828056029416
191,191,2280945,485318,22731,462587,5185,1701,5312,-193.46691460019449
192,192,5132260,358438,86289,272149,8491,1394,4036,120.63791477965964
193,193,5993159,352317,98637,253680,3438,1098,32384,-310.5604745999707
194,194,3571937,574361,73619,500742,831,723,22675,-616.6903154104546
195,195,5970672,274178,15122,259056,1302,28,1175,-632.5265166356179
196,196,4044302,125072,79529,45543,4319,1759,18766,-541.2327079648262
197,197,8799220,334955,60950,274005,7902,1147,31413,523.8721068691809
198,198,661758,969616,81917,887699,8726,997,28217,780.8476090772289
199,199,9177976,757920,99939,657981,8813,463,26441,1172.8398225228411
200,200,7559660,646211,58318,587893,6385,33,10473,672.2616407959562
201,201,859129,121512,54892,66620,2915,1835,14895,-934.0780549652047
202,202,7089679,563351,4034,559317,8058,848,43756,894.328631388552
203,203,9612236,645980,31452,614528,8883,924,49668,1304.179928308091
204,204,8589703,516168,45040,471128,5911,1182,22518,388.34585562654024
205,205,6296671,713150,68691,644459,6399,306,40300,813.2440600059132
206,206,7178335,634536,23218,611318,8259,26,47518,1301.3823736693212
207,207,715048,570808,70273,500535,3613,892,30842,-367.7194228893781
208,208,7646805,378289,53199,325090,2439,1565,31647,-162.90497614899908
209,209,9421866,742814,90641,652173,8906,1646,34350,1312.548942441926
210,210,5262732,419943,76761,343182,5940,480,45041,295.6733606352338
211,211,335348,894214,94608,799606,1037,1438,17528,-465.3249560759589
212,212,2779815,213810,85792,128018,3254,21,13377,-618.5190162337727
213,213,7554352,455289,61981,393308,9795,371,35486,995.2080228069871
214,214,4332775,113955,82827,31128,1632,463,29356,-895.2589302046404
215,215,1185118,479339,35733,443606,5793,1695,41325,141.86970508947186
216,216,5558780,902585,1614,900971,3023,515,33026,460.324595498099
217,217,326038,209635,79840,129795,5998,470,1984,-716.772706363061
218,218,4351257,733080,60862,672218,6712,1109,46080,673.8113182203001
219,219,9627735,296224,97547,198677,4118,520,32166,32.21667319647486
220,220,5112701,956104,49054,907050,5763,917,17565,599.2691249903513
221,221,88209,699635,81684,617951,9276,1834,13553,552.9975227845674
222,222,4594812,22310,9243,13067,6130,405,12622,-417.9906991277649
223,223,60833,748034,88916,659118,542,1764,26302,-521.7100725085055
224,224,7632365,71216,23200,48016,7620,678,28115,120.53219274683089
225,225,7594509,671191,2145,669046,2979,1717,9116,163.72148368362343
226,226,2079129,852352,76074,776278,8047,1546,29238,748.3581824279014
227,227,7689266,351651,21460,330191,6033,81,35656,538.9871838622122
228,228,8572988,846674,3387,843287,9619,376,7908,1316.4061102821593
229,229,6555714,743301,53501,689800,5494,386,37949,706.604881062858
230,230,4327207,280572,3848,276724,1438,184,47716,-333.1734949257506
231,231,9679753,157610,64153,93457,3558,182,2324,-332.49801364324645
232,232,9060185,68952,63202,5750,4104,988,6799,-559.421222110014
233,233,5732103,53372,44099,9273,7329,42,48381,339.50958582014556
234,234,4348365,291746,50203,241543,5107,1051,12906,-400.26661987396824
235,235,4462840,718615,71807,646808,7135,361,17508,546.3327701882172
236,236,2028759,340992,82433,258559,343,545,14331,-1129.2822623341917
237,237,5115648,714697,60026,654671,9100,325,20661,919.2760115757009
238,238,7872742,614648,9424,605224,4059,352,28925,420.15912575737593
239,239,6209858,844777,56589,788188,1867,477,2340,-81.23896817654509
240,240,5636299,412013,86998,325015,9689,917,41781,711.4460052490637
241,241,301499,128426,15511,112915,6428,1782,10667,-494.9085298191891
242,242,6786289,436688,31986,404702,2175,772,16802,-387.9338986872218
243,243,8483207,933767,98475,835292,4518,1568,27781,767.2766028290112
244,244,3212248,381570,64778,316792,3831,269,22797,-311.92203583913266
245,245,4825087,963171,58702,904469,6862,1270,26991,841.1469746202054
246,246,1628946,775187,50011,725176,6202,1789,312,211.619221747556
247,247,1009016,842789,56783,786006,2543,727,5602,-377.87970535479695
248,248,8438746,217563,30545,187018,2095,1890,11850,-376.9310111052445
249,249,8859739,504453,49921,454532,9312,34,88,905.3355676265935
250,250,4896276,393990,64556,329434,5908,1004,19375,-81.55499924966585
251,251,9575475,663216,3596,659620,5120,376,3481,494.02617419335144
252,252,1536481,149839,22990,126849,110,1837,8401,-1266.4394726527962
253,253,1382521,463820,25690,438130,3217,1427,14717,-558.9456744157646
254,254,737219,811623,71165,740458,6078,92,23946,440.1571711957058
255,255,3677126,311287,83401,227886,2931,83,49570,-160.248754319721
256,256,836682,711017,18326,692691,5169,1602,15151,41.537093415506675
257,257,6065577,606752,87479,519273,9436,517,4875,647.4207775085725
258,258,8572638,324455,60266,264189,8344,927,5572,299.6861861554185
259,259,5802215,616844,76189,540655,4833,790,8743,-2.7399052286171344
260,260,9217747,391894,62919,328975,2605,631,21302,-182.43507407455314
261,261,596673,160041,63165,96876,6045,1677,4034,-657.5091745920616
262,262,3773842,686309,63446,622863,9175,549,41605,928.449279323309
263,263,8766997,216704,54867,161837,5540,1519,12233,-57.05405560091634
264,264,839096,461912,9127,452785,1150,905,27488,-793.1725237887362
265,265,2916900,804706,35851,768855,6084,1946,13766,550.2073406709252
266,266,2771199,233309,90560,142749,5827,493,29728,-290.4371144553607
267,267,1039328,316422,34039,282383,101,1646,26988,-1015.3865057063128
268,268,8872903,188702,11735,176967,7534,1347,13464,213.72058705051907
269,269,1555098,3991,24386,-20395,1990,289,11610,-1210.6683646805375
270,270,7817509,579701,41973,537728,1898,997,10514,-269.86933034660785
271,271,3824846,740583,88188,652395,6731,201,46798,807.1946996691205
272,272,9162112,137357,76763,60594,5143,174,40102,185.63026927206926
273,273,1068844,490863,13464,477399,6900,1542,14093,6.067580663854311
274,274,7321299,660135,27689,632446,1284,153,34867,175.0351675519708
275,275,6213959,490453,27686,462767,1117,130,27259,-194.05380208802586
276,276,9326696,605251,37378,567873,4104,1191,3285,118.58819655691607
277,277,8067021,447737,17945,429792,197,77,22056,-256.16555745993196
278,278,2657937,964299,74891,889408,6685,1063,33254,688.3538821031314
279,279,214509,970582,44603,925979,6760,1553,37011,700.0987780116238
280,280,2021803,435846,12638,423208,8549,125,3022,265.3977673631004
281,281,3419521,252041,30662,221379,2184,1679,13834,-750.2805575643438
282,282,9566696,875000,49884,825116,9153,1270,23811,1361.5757384965252
283,283,2641598,83728,44351,39377,2692,1316,43120,-775.4482666938277
284,284,5765138,679819,98311,581508,5516,449,30807,431.6333025628297
285,285,3057092,906586,47618,858968,3198,1734,23613,258.8890865739162
286,286,9657301,216071,45899,170172,3035,1207,39268,-136.16050006549796
287,287,6609867,473026,33457,439569,9056,32,33087,1019.3746223107737
288,288,5019892,468549,41319,427230,5834,546,46954,365.9474834710312
289,289,7453910,109748,51837,57911,4782,1228,43407,-139.46701671868013
290,290,5228634,422700,45170,377530,776,770,964,-878.422554914166
291,291,7588489,900909,84314,816595,3392,515,31949,539.5910429377759
292,292,8720520,200340,92364,107976,585,719,42854,-572.2249232003637
293,293,2755341,522176,11903,510273,5082,1547,35259,119.15877930596466
294,294,1955958,169027,91840,77187,1137,1232,49225,-947.3245661672602
295,295,9936885,474828,99142,375686,9764,1941,43070,1355.9375816292725
296,296,5387023,154,21542,-21388,3746,655,10009,-831.1263811012294
297,297,4789623,238346,3942,234404,6698,435,41271,213.54941305168245
298,298,7581055,979478,29926,949552,993,1713,39566,523.7485473622361
299,299,8556524,622363,45926,576437,3201,1531,7352,62.753740669394965
300,300,8338145,799108,85147,713961,6957,1878,11585,923.4001787506796
301,301,8312431,904331,78291,826040,4752,391,36132,871.4010676077937
302,302,8888817,699227,67375,631852,1670,1270,15721,-39.9610602842955
303,303,7158840,346818,4730,342088,3739,1473,39931,57.32218634361885
304,304,1870902,296190,25043,271147,3970,295,21700,-462.98729932436606
305,305,8001325,935266,22000,913266,6731,1460,8226,911.8711380157113
306,306,8971789,5180,88162,-82982,7051,1934,13783,63.9074225711133
307,307,1221292,525247,47326,477921,6744,992,28261,46.745379509948066
308,308,4711167,228099,31963,196136,1832,1688,41996,-460.87905815012175
309,309,8114535,49722,26507,23215,8194,874,35760,252.7724669575653
310,310,446306,677640,94617,583023,9603,298,48196,858.2531542709162
311,311,4676395,436494,75731,360763,7319,1076,25790,201.99357548212635
312,312,8561261,274333,93246,181087,5853,507,29634,156.94797240725725
313,313,3972689,841690,15494,826196,4847,53,8621,469.2971785273258
314,314,9496131,630812,19190,611622,6644,1935,15798,907.8729719426533
315,315,6384323,500033,96196,403837,2573,714,38960,-135.94659410674595
316,316,7401637,931000,4592,926408,1442,1795,42805,613.9810787243633
317,317,7110426,627377,73493,553884,5443,1728,38846,628.483671207164
318,318,6044908,77825,34079,43746,2156,579,44990,-567.8643241353692
319,319,9316802,872033,11091,860942,4707,1369,27791,827.3286950935786
320,320,2293957,707137,1944,705193,9027,1735,26646,859.6704225530282
321,321,3534834,693003,6309,686694,7054,507,14101,436.9719334853417
322,322,2089687,444162,47744,396418,7156,959,10364,-109.37744540722491
323,323,5457028,824175,16283,807892,9773,359,46597,1463.3550646898118
324,324,4909195,780566,40300,740266,3225,147,20629,271.99768722085855
325,325,4156190,837936,41174,796762,8286,1009,45902,1025.0756648385857
326,326,8000919,896430,3891,892539,702,1288,41442,335.19290302371047
327,327,5292602,973636,82233,891403,2085,653,11243,52.76916235814944
328,328,9912172,295602,95342,200260,1969,411,40469,-129.28782155836015
329,329,3786390,759000,75937,683063,6639,1682,24512,561.2587703823765
330,330,3048786,747021,28466,718555,55,453,327,-649.5164021737928
331,331,1277071,744212,19183,725029,935,354,23310,-382.5963950048421
332,332,4782276,281955,2891,279064,2221,877,20183,-651.089155255548
333,333,3014055,259388,58917,200471,7852,1376,16495,-84.62646945728267
334,334,1162124,306192,52685,253507,1995,1353,7319,-1058.0318376995524
335,335,1385983,230709,81086,149623,563,1969,31685,-887.664478877577
336,336,7788362,989364,81500,907864,2561,584,27398,485.9499033726685
337,337,4980746,866035,17128,848907,6422,1347,8806,559.4424310853955
338,338,1264333,604038,8880,595158,7531,152,37127,600.1857218022562
339,339,8537368,221826,80637,141189,7481,1395,253,20.86814034281592
340,340,3329907,980009,39705,940304,3766,819,2691,100.1124280576498
341,341,4735435,276135,91214,184921,7804,849,10550,-84.46908039852926
342,342,6974504,722147,66800,655347,6381,479,31825,726.1089868384101
343,343,9628627,756216,14902,741314,4059,451,26939,653.0827310767773
344,344,5176427,443975,83720,360255,260,720,3444,-943.0217632757326
345,345,2905012,466689,1089,465600,5109,1705,18552,-25.766930173047975
346,346,9319054,26651,1244,25407,8469,1324,25222,301.08289334305056
347,347,3177429,231863,12641,219222,123,411,41201,-823.6330794920696
348,348,470229,548284,95069,453215,2146,1437,13987,-757.4912483016542
349,349,5457847,788740,80703,708037,6898,391,17551,646.2646604964968
350,350,8814254,528922,2588,526334,7752,1186,13011,634.3878506900976
351,351,6810317,846023,36024,809999,5116,1270,31767,668.2654188176749
352,352,4099331,822667,91746,730921,3988,1623,40735,408.46262219674696
353,353,2925595,193896,3422,190474,3567,1435,31575,-536.9076045037798
354,354,6406801,807787,18829,788958,6973,1777,36589,1077.7118337997956
355,355,7452562,924481,47159,877322,9249,756,38511,1430.8188341706962
356,356,3092872,966959,34025,932934,5907,785,16005,506.6410367267213
357,357,4064046,560768,2757,558011,9149,155,14859,755.0872602210073
358,358,8417930,352504,55040,297464,4138,1761,22367,79.63772664742523
359,359,5660622,951258,58076,893182,6316,1228,14004,676.2177402202938
360,360,177788,503039,23891,479148,7108,577,4522,-153.52549963800115
361,361,657150,638887,6432,632455,8611,990,13031,305.8377190824092
362,362,3933367,582544,94938,487606,6841,330,48677,592.2933638148347
363,363,8181801,763613,12130,751483,2097,835,22314,166.15472128134004
364,364,616448,569177,55044,514133,3692,280,7302,-428.20264496639055
365,365,3236212,922942,98900,824042,3731,1751,15598,232.05690328306662
366,366,4193548,855486,55010,800476,1049,1666,24215,-54.3820686057648
367,367,5504279,161280,32567,128713,5553,1524,5222,-389.22200026440646
368,368,5371503,470992,45141,425851,9039,821,11451,435.6598011584099
369,369,6604887,421561,61797,359764,3333,954,33934,-140.9914143392305
370,370,8129662,45557,1286,44271,7082,1098,34624,112.06282042430209
371,371,5617569,559167,3043,556124,293,1112,35876,-371.4559928791257
372,372,8832503,507396,66151,441245,1848,946,19577,-234.01822649241151
373,373,1673829,700580,24045,676535,3494,1868,40259,208.90675497983645
374,374,5878051,15575,48055,-32480,4632,1499,35388,-399.4969132581049
375,375,5765806,61452,78092,-16640,8183,1327,12777,-157.8348498028932
376,376,3529035,299655,36357,263298,9795,1633,4385,256.1352656565854
377,377,6893432,291401,86826,204575,6512,175,2684,26.585376631475288
378,378,1068413,389872,16853,373019,5638,772,29440,-218.4461692655827
379,379,7850045,4650,84569,-79919,2178,1885,27003,-584.9068462719653
380,380,7917453,944185,29333,914852,2297,360,43147,690.5813008832216
381,381,228985,855121,66300,788821,8394,51,6915,641.4279791007315
382,382,724001,484433,21811,462622,9210,75,27146,577.7134761039631
383,383,7705260,178356,53177,125179,7312,1547,27396,228.30726311121822
384,384,7753557,79490,18043,61447,124,549,21557,-931.8366468959273
385,385,6326324,346779,96008,250771,2514,858,18920,-548.3477163634715
386,386,1114522,41577,3698,37879,6366,277,1158,-659.2377884503034
387,387,8725911,804058,92847,711211,4037,52,23786,696.1735064298347
388,388,4331334,228982,28174,200808,3391,117,27607,-316.7651863824035
389,389,3710314,832959,93016,739943,1766,1049,28804,-148.11279149888574
390,390,7263391,459559,67201,392358,2082,789,3486,-515.2336353472338
391,391,3047939,737621,38054,699567,4418,115,38145,446.986201156221
392,392,3993531,22614,59712,-37098,1597,632,38548,-961.6805171428432
393,393,9736388,212260,7706,204554,9156,1746,41221,933.9104307029626
394,394,1922867,322222,15749,306473,7143,429,6877,-170.79150057206368
395,395,5894770,539395,89542,449853,388,333,13478,-560.2551875481633
396,396,3491717,982302,97969,884333,9336,1430,1574,852.6075004905414
397,397,9250865,873132,94120,779012,8446,144,49417,1629.9133991443298
398,398,4171511,801881,24317,777564,1885,1906,39276,291.80575288488654
399,399,3855801,622800,22565,600235,2376,1261,6405,-422.45691784570124
400,400,6990958,142678,65917,76761,3444,1425,39484,-334.8804605452788
401,401,80313,920562,5333,915229,5962,545,18679,356.97618564275666
402,402,3797155,169567,99360,70207,1489,611,11904,-1116.0704995809313
403,403,8803769,133951,73576,60375,9192,461,14625,358.5145133685426
404,404,3986415,236385,70438,165947,8329,1448,18316,42.76503754398481
405,405,8730737,104249,18042,86207,4760,571,42828,13.223545154264581
406,406,1757142,611780,18048,593732,8005,1740,39354,671.427453384566
407,407,4407285,345604,59048,286556,3627,1281,28016,-376.53594373694966
408,408,7558019,433401,78000,355401,1506,1405,27435,-349.3050727567741
409,409,2721371,636293,28903,607390,2639,1454,21720,-265.06403437259564
410,410,433336,593703,7527,586176,1561,1603,16018,-608.7168578992083
411,411,1643880,521147,14504,506643,9658,1615,39684,740.5702417246056
412,412,4075122,358114,84275,273839,4478,1933,20671,-133.67827759855842
