ID,score
7742,-53
7743,395
7744,-189
7745,-440
7746,187
7747,81
7748,165
7749,359
7750,-299
7751,322
7752,251
7753,-486
7754,96
7755,176
7756,55
7757,13
7758,229
7759,-86
7760,479
7761,-483
7762,448
7763,429
7764,344
7765,444
7766,-171
7767,-253
7768,227
7769,159
7770,237
7771,-469
7772,-14
7773,-482
7774,385
7775,-424
7776,259
7777,92
7778,-246
7779,-80
7780,-148
7781,-453
7782,-297
7783,-39
7784,468
7785,-49
7786,-417
7787,-127
7788,-130
7789,-188
7790,-395
7791,277
7792,430
7793,340
7794,292
7795,-337
7796,-23
7797,349
7798,-420
7799,109
7800,234
7801,7
7802,-237
7803,378
7804,382
7805,-5
7806,68
7807,-27
7808,-77
7809,315
7810,294
7811,-259
7812,-127
7813,245
7814,300
7815,-198
7816,343
7817,-338
7818,402
7819,-92
7820,111
7821,224
7822,-166
7823,146
7824,-400
7825,-54
7826,-330
7827,-481
7828,45
7829,342
7830,69
7831,165
7832,10
7833,-242
7834,-126
7835,185
7836,-438
7837,274
7838,-45
7839,499
7840,311
7841,468
7842,155
7843,184
7844,229
7845,47
7846,464
7847,-423
7848,288
7849,-196
7850,35
7851,-370
7852,263
7853,-108
7854,370
7855,109
7856,-231
7857,-349
7858,-137
7859,98
7860,224
7861,396
7862,-420
7863,378
7864,311
7865,201
7866,117
7867,-71
7868,-119
7869,-331
7870,-206
7871,158
7872,286
7873,-292
7874,460
7875,-55
7876,-311
7877,-388
7878,278
7879,-143
7880,-145
7881,-341
7882,344
7883,-466
7884,80
7885,-39
7886,480
7887,323
7888,-356
7889,355
7890,490
7891,99
7892,47
7893,391
7894,-196
7895,-50
7896,224
7897,70
7898,16
7899,188
7900,-453
7901,494
7902,-250
7903,-206
7904,312
7905,271
7906,-347
7907,470
7908,-57
7909,252
7910,464
7911,108
7912,-452
7913,-191
7914,-5
7915,-7
7916,-109
7917,-287
7918,-455
7919,-233
7920,150
7921,4
7922,-346
7923,98
7924,-223
7925,174
7926,479
7927,497
7928,288
7929,-309
7930,-111
7931,448
7932,208
7933,75
7934,21
7935,-223
7936,44
7937,-472
7938,-4
7939,-82
7940,404
7941,151
7942,191
7943,-369
7944,-28
7945,-446
7946,87
7947,489
7948,331
7949,334
7950,282
7951,89
7952,208
7953,-170
7954,-443
7955,467
7956,-359
7957,248
7958,31
7959,447
7960,-482
7961,-279
7962,-419
7963,66
7964,-345
7965,-187
7966,-137
7967,325
7968,-500
7969,-199
7970,31
7971,226
7972,-27
7973,-115
7974,-113
7975,364
7976,346
7977,438
7978,-463
7979,-193
7980,257
7981,-332
7982,-499
7983,64
7984,-391
7985,-66
7986,-219
7987,-416
7988,434
7989,383
7990,-223
7991,62
7992,180
7993,-22
7994,364
7995,93
7996,-20
7997,-185
7998,440
7999,410
8000,-157
8001,47
8002,-324
8003,21
8004,-144
8005,401
8006,-396
8007,493
8008,-356
8009,-202
8010,19
8011,325
8012,37
8013,99
8014,19
8015,436
8016,-1
8017,148
8018,-102
8019,462
8020,-156
8021,-294
8022,-32
8023,388
8024,494
8025,-481
8026,385
8027,141
8028,426
8029,-179
8030,229
8031,367
8032,470
8033,-312
8034,2
8035,155
8036,-160
8037,-78
8038,-300
8039,-420
8040,432
8041,205
8042,-119
8043,-101
8044,-390
8045,-359
8046,4
8047,450
8048,-344
8049,78
8050,87
8051,-154
8052,-249
8053,-129
8054,467
8055,-95
8056,-53
8057,-366
8058,-84
8059,351
8060,408
8061,-150
8062,388
8063,209
8064,-259
8065,292
8066,-318
8067,-295
8068,-411
8069,-433
8070,483
8071,-245
8072,-303
8073,48
8074,-191
8075,284
8076,281
8077,-423
8078,427
8079,29
8080,127
8081,161
8082,474
8083,97
8084,212
8085,288
8086,32
8087,186
8088,433
8089,-426
8090,37
8091,-342
8092,-259
8093,174
8094,33
8095,31
8096,-172
8097,-378
8098,345
8099,331
8100,143
8101,163
8102,-23
8103,480
8104,196
8105,-124
8106,295
8107,441
8108,-359
8109,-258
8110,35
8111,-348
8112,236
8113,498
8114,434
8115,93
8116,412
8117,-93
8118,166
8119,0
8120,-203
8121,-201
8122,-352
8123,-487
8124,350
8125,-138
8126,-211
8127,28
8128,467
8129,77
8130,-127
8131,276
8132,-257
8133,-59
8134,-432
8135,-46
8136,32
8137,89
8138,117
8139,130
8140,-485
8141,18
8142,313
8143,-154
8144,329
8145,430
8146,-96
8147,-326
8148,149
8149,-145
8150,-153
8151,-161
8152,-38
8153,357
8154,49
8155,123
8156,269
8157,447
8158,-329
8159,-223
8160,486
8161,-15
8162,301
8163,-461
8164,71
8165,113
8166,8
8167,-127
8168,300
8169,-186
8170,102
8171,-40
8172,-161
8173,-149
8174,218
8175,-335
8176,446
8177,169
8178,372
8179,290
8180,-95
8181,252
8182,-352
8183,185
8184,379
8185,-485
8186,12
8187,199
8188,234
8189,-459
8190,72
8191,78
8192,366
8193,422
8194,266
8195,-291
8196,3
8197,480
8198,383
8199,-341
8200,271
8201,489
8202,291
8203,-328
8204,307
8205,-283
8206,-171
8207,383
8208,-337
8209,275
8210,-413
8211,345
8212,405
8213,469
8214,-353
8215,315
8216,-465
8217,-49
8218,162
8219,-371
8220,63
8221,-181
8222,372
8223,-422
8224,92
8225,451
8226,-385
8227,-42
8228,-390
8229,277
8230,71
8231,420
8232,171
8233,35
8234,447
8235,-388
8236,111
8237,309
8238,475
8239,-387
8240,248
8241,-413
8242,-427
8243,214
8244,355
8245,242
8246,-140
8247,-288
8248,-458
8249,440
8250,-362
8251,-311
8252,-443
8253,-473
8254,22
8255,-408
8256,-195
8257,-240
8258,-93
8259,-420
8260,-297
8261,-371
8262,356
8263,348
8264,-209
8265,241
8266,-440
8267,-42
8268,257
8269,-55
8270,-228
8271,433
8272,67
8273,-80
8274,293
8275,-304
8276,190
8277,-3
8278,-435
8279,-176
8280,181
8281,340
8282,-386
8283,103
8284,-188
8285,-36
8286,332
8287,-491
8288,-20
8289,-66
8290,-193
8291,-226
8292,-11
8293,90
8294,-37
8295,345
8296,-406
8297,374
8298,324
8299,-1
8300,-205
8301,-333
8302,-80
8303,-37
8304,-204
8305,-412
8306,-183
8307,316
8308,-453
8309,-482
8310,-487
8311,385
8312,-14
8313,-96
8314,327
8315,-203
8316,397
8317,394
8318,-392
8319,15
8320,-107
8321,-146
8322,44
8323,-77
8324,128
8325,232
8326,161
8327,-324
8328,237
8329,-314
8330,112
8331,260
8332,-454
8333,482
8334,392
8335,382
8336,-306
8337,237
8338,-138
8339,-458
8340,294
8341,-281
8342,98
8343,-31
8344,-497
8345,-130
8346,-269
8347,289
8348,-81
8349,-283
8350,379
8351,443
8352,-167
8353,338
8354,-198
8355,-13
8356,-39
8357,459
8358,-43
8359,-404
8360,306
8361,-376
8362,-465
8363,-96
8364,-417
8365,126
8366,221
8367,-343
8368,-125
8369,-402
8370,-71
8371,158
8372,-206
8373,408
8374,-495
8375,-95
8376,140
8377,292
8378,149
8379,-17
8380,-179
8381,-141
8382,-390
8383,-336
8384,304
8385,-497
8386,-444
8387,-62
8388,23
8389,153
8390,-250
8391,51
8392,-365
8393,-242
8394,-249
8395,-10
8396,-195
8397,136
8398,45
8399,374
8400,228
8401,115
8402,-410
8403,284
8404,94
8405,-341
8406,409
8407,-227
8408,263
8409,41
8410,75
8411,-82
8412,-405
8413,117
8414,-333
8415,-150
8416,267
8417,462
8418,116
8419,401
8420,365
8421,261
8422,105
8423,313
8424,435
8425,262
8426,-296
8427,307
8428,-100
8429,-198
8430,-278
8431,-308
8432,461
8433,-68
8434,58
8435,258
8436,-123
8437,-228
8438,296
8439,497
8440,-6
8441,31
8442,-324
8443,268
8444,-431
8445,436
8446,441
8447,279
8448,145
8449,444
8450,432
8451,-380
8452,7
8453,-16
8454,358
8455,326
8456,278
8457,10
8458,474
8459,-495
8460,-176
8461,-212
8462,199
8463,195
8464,460
8465,-57
8466,414
8467,-349
8468,467
8469,270
8470,-470
8471,16
8472,473
8473,-176
8474,407
8475,249
8476,416
8477,-199
8478,212
8479,449
8480,91
8481,-327
8482,-24
8483,111
8484,-145
8485,429
8486,-200
8487,-32
8488,191
8489,-149
8490,-439
8491,-133
8492,-161
8493,361
8494,495
8495,-72
8496,-372
8497,48
8498,-334
8499,181
8500,-116
8501,-472
8502,-388
8503,-285
8504,-282
8505,-336
8506,-387
8507,-190
8508,-133
8509,-109
8510,-265
8511,-439
8512,-234
8513,-272
8514,-45
8515,-380
8516,409
8517,-309
8518,-391
8519,-434
8520,414
8521,79
8522,455
8523,-131
8524,-51
8525,232
8526,-312
8527,-336
8528,344
8529,24
8530,266
8531,49
8532,-340
8533,380
8534,124
8535,386
8536,-437
8537,-349
8538,-49
8539,98
8540,394
8541,-145
8542,-281
8543,-189
8544,348
8545,320
8546,38
8547,404
8548,-237
8549,476
8550,154
8551,-267
8552,-423
8553,86
8554,-394
8555,446
8556,342
8557,-136
8558,8
8559,408
8560,-479
8561,-32
8562,125
8563,-129
8564,-50
8565,-289
8566,303
8567,482
8568,398
8569,-162
8570,-50
8571,-71
8572,-201
8573,-279
8574,-198
8575,-446
8576,230
8577,-493
8578,281
8579,215
8580,-414
8581,435
8582,482
8583,-12
8584,-225
8585,-419
8586,402
8587,-282
8588,142
8589,28
8590,278
8591,-164
8592,434
8593,-72
8594,-50
8595,345
8596,431
8597,420
8598,255
8599,305
8600,286
8601,-454
8602,-230
8603,120
8604,-4
8605,124
8606,-75
8607,-121
8608,-341
8609,98
8610,-432
8611,-57
8612,-30
8613,360
8614,370
8615,-331
8616,-443
8617,435
8618,-500
8619,281
8620,365
8621,347
8622,-427
8623,-11
8624,430
8625,167
8626,-285
8627,-345
8628,-456
8629,-286
8630,-303
8631,374
8632,404
8633,46
8634,-422
8635,-213
8636,473
8637,410
8638,-389
8639,165
8640,-93
8641,205
8642,-444
8643,-392
8644,-205
8645,-203
8646,77
8647,-104
8648,458
8649,306
8650,-130
8651,60
8652,-16
8653,-393
8654,-107
8655,-246
8656,-445
8657,-438
8658,464
8659,177
8660,-463
8661,62
8662,351
8663,444
8664,-384
8665,-215
8666,-178
8667,-435
8668,-392
8669,252
8670,31
8671,417
8672,92
8673,131
8674,-145
8675,-205
8676,411
8677,-325
8678,-339
8679,421
8680,-497
8681,-398
8682,-168
8683,-100
8684,-400
8685,475
8686,-424
8687,65
8688,26
8689,44
8690,-277
8691,-177
8692,469
8693,-29
8694,-419
8695,-194
8696,-49
8697,-439
8698,-245
8699,96
8700,23
8701,57
8702,473
8703,31
8704,435
8705,85
8706,387
8707,-113
8708,-412
8709,152
8710,376
8711,-295
8712,410
8713,65
8714,278
8715,136
8716,99
8717,-494
8718,-415
8719,-266
8720,235
8721,-4
8722,-268
8723,93
8724,-246
8725,70
8726,-484
8727,82
8728,386
8729,110
8730,-419
8731,-324
8732,-358
8733,-150
8734,404
8735,-174
8736,-431
8737,-155
8738,-440
8739,69
8740,499
8741,-133
8742,297
8743,-373
8744,-346
8745,-229
8746,429
8747,308
8748,-299
8749,264
8750,-71
8751,124
8752,225
8753,-413
8754,-217
8755,146
8756,-489
8757,-59
8758,33
8759,146
8760,23
8761,381
8762,346
8763,441
8764,-293
8765,-375
8766,-491
8767,-406
8768,196
8769,-129
8770,477
8771,324
8772,213
8773,446
8774,422
8775,396
8776,-168
8777,-266
8778,-307
8779,-328
8780,-236
8781,41
8782,-251
8783,-111
8784,-296
8785,383
8786,-256
8787,-80
8788,-293
8789,-414
8790,-195
8791,-155
8792,412
8793,404
8794,-101
8795,-283
8796,233
8797,391
8798,208
8799,-362
8800,401
8801,242
8802,-345
8803,-387
8804,78
8805,328
8806,490
8807,-477
8808,-373
8809,-421
8810,206
8811,400
8812,84
8813,-18
8814,-437
8815,-239
8816,-289
8817,-97
8818,364
8819,298
8820,425
8821,-386
8822,-10
8823,-175
8824,56
8825,-400
8826,-285
8827,433
8828,-460
8829,289
8830,-24
8831,396
8832,149
8833,316
8834,99
8835,454
8836,-465
8837,410
8838,12
8839,-427
8840,21
8841,-457
8842,-40
8843,-463
8844,-388
8845,401
8846,-64
8847,396
8848,491
8849,-285
8850,495
8851,-238
8852,449
8853,324
8854,-264
8855,-490
8856,404
8857,-373
8858,321
8859,231
8860,91
8861,19
8862,-359
8863,174
8864,433
8865,479
8866,-152
8867,-376
8868,-484
8869,-389
8870,169
8871,-129
8872,384
8873,-486
8874,430
8875,472
8876,-30
8877,-111
8878,139
8879,145
8880,-31
8881,-407
8882,-182
8883,478
8884,-239
8885,484
8886,262
8887,255
8888,-499
8889,-106
8890,44
8891,-8
8892,-445
8893,-422
8894,-18
8895,-417
8896,-169
8897,371
8898,257
8899,280
8900,192
8901,321
8902,-307
8903,367
8904,301
8905,-202
8906,185
8907,337
8908,-406
8909,-94
8910,-95
8911,459
8912,-234
8913,43
8914,496
8915,-438
8916,-451
8917,-61
8918,268
8919,346
8920,298
8921,-391
8922,131
8923,-431
8924,33
8925,-105
8926,-383
8927,-491
8928,-6
8929,141
8930,-387
8931,144
8932,-100
8933,46
8934,264
8935,338
8936,372
8937,183
8938,168
8939,-341
8940,232
8941,-296
8942,4
8943,-77
8944,-197
8945,304
8946,-299
8947,378
8948,251
8949,-247
8950,-262
8951,-456
8952,307
8953,-397
8954,-436
8955,331
8956,70
8957,-365
8958,-13
8959,-498
8960,-158
8961,380
8962,-343
8963,63
8964,-27
8965,-214
8966,-62
8967,-230
8968,-136
8969,0
8970,220
8971,458
8972,-429
8973,2
8974,-429
8975,-497
8976,-241
8977,-352
8978,-66
8979,201
8980,-436
8981,-249
8982,-65
8983,-386
8984,-129
8985,-190
8986,-456
8987,346
8988,-249
8989,371
8990,-164
8991,-410
8992,-313
8993,227
8994,253
8995,-293
8996,40
8997,-27
8998,386
8999,117
9000,474
9001,456
9002,-148
9003,-485
9004,-449
9005,-457
9006,-401
9007,-107
9008,260
9009,-331
9010,-323
9011,-493
9012,371
9013,445
9014,-354
9015,-87
9016,-248
9017,402
9018,424
9019,365
9020,-82
9021,-442
9022,235
9023,27
9024,492
9025,232
9026,-90
9027,39
9028,-368
9029,418
9030,149
9031,-35
9032,288
9033,472
9034,-74
9035,-277
9036,-495
9037,232
9038,472
9039,-393
9040,495
9041,-488
9042,14
9043,-74
9044,-455
9045,341
9046,-45
9047,454
9048,-386
9049,53
9050,98
9051,-49
9052,74
9053,-500
9054,271
9055,262
9056,-33
9057,173
9058,473
9059,445
9060,-1
9061,152
9062,-56
9063,272
9064,-266
9065,218
9066,478
9067,131
9068,-177
9069,-498
9070,-352
9071,81
9072,461
9073,-230
9074,-310
9075,479
9076,222
9077,-381
9078,206
9079,255
9080,-153
9081,382
9082,197
9083,435
9084,331
9085,121
9086,-343
9087,-144
9088,299
9089,239
9090,261
9091,171
9092,-431
9093,-183
9094,386
9095,-444
9096,281
9097,49
9098,-86
9099,433
9100,-311
9101,149
9102,-402
9103,448
9104,-354
9105,69
9106,49
9107,452
9108,-324
9109,397
9110,484
9111,-193
9112,20
9113,18
9114,-496
9115,476
9116,-497
9117,-409
9118,247
9119,-315
9120,-431
9121,262
9122,-53
9123,200
9124,-191
9125,284
9126,-49
9127,-15
9128,251
9129,-153
9130,-47
9131,-343
9132,219
9133,102
9134,275
9135,-308
9136,343
9137,305
9138,-25
9139,-117
9140,68
9141,408
9142,49
9143,-260
9144,197
9145,-458
9146,135
9147,417
9148,-118
9149,-87
9150,470
9151,292
9152,-130
9153,-135
9154,-339
9155,71
9156,484
9157,213
9158,255
9159,-17
9160,262
9161,-373
9162,-207
9163,-374
9164,248
9165,-347
9166,325
9167,449
9168,-403
9169,-402
9170,-183
9171,-156
9172,-229
9173,390
9174,357
9175,444
9176,230
9177,-480
9178,-10
9179,406
9180,-407
9181,-139
9182,385
9183,-265
9184,468
9185,-472
9186,459
9187,-430
9188,-368
9189,256
9190,-177
9191,415
9192,17
9193,-16
9194,417
9195,-318
9196,-217
9197,105
9198,-406
9199,-160
9200,26
9201,313
9202,71
9203,-490
9204,-498
9205,195
9206,125
9207,427
9208,208
9209,-286
9210,491
9211,-234
9212,-479
9213,79
9214,-80
9215,-211
9216,-273
9217,-178
9218,373
9219,8
9220,37
9221,-391
9222,-383
9223,-9
9224,50
9225,-333
9226,95
9227,-281
9228,219
9229,-334
9230,274
9231,162
9232,-86
9233,-422
9234,-431
9235,-155
9236,-247
9237,-424
9238,-312
9239,182
9240,-38
9241,461
9242,-308
9243,-31
9244,-286
9245,412
9246,-370
9247,-402
9248,216
9249,-104
9250,326
9251,175
9252,148
9253,219
9254,-362
9255,193
9256,-147
9257,224
9258,-200
9259,-429
9260,34
9261,408
9262,-44
9263,148
9264,-225
9265,-214
9266,245
9267,-338
9268,-133
9269,493
9270,431
9271,-480
9272,137
9273,427
9274,-257
9275,-139
9276,-333
9277,-471
9278,484
9279,-461
9280,7
9281,-280
9282,222
9283,389
9284,409
9285,-370
9286,-263
9287,376
9288,-454
9289,-166
9290,-99
9291,-465
9292,284
9293,162
9294,388
9295,314
9296,-394
9297,380
9298,149
9299,-280
9300,-140
9301,457
9302,145
9303,-340
9304,-391
9305,-227
9306,184
9307,290
9308,277
9309,-481
9310,87
9311,-443
9312,353
9313,-289
9314,305
9315,-467
9316,350
9317,186
9318,-23
9319,-187
9320,-39
9321,437
9322,-97
9323,499
9324,28
9325,-295
9326,245
9327,-388
9328,-153
9329,-157
9330,26
9331,14
9332,1
9333,344
9334,-145
9335,336
9336,484
9337,358
9338,-222
9339,-212
9340,-334
9341,-265
9342,-374
9343,117
9344,-384
9345,-190
9346,145
9347,-327
9348,-193
9349,-70
9350,-198
9351,61
9352,406
9353,225
9354,-223
9355,-119
9356,-350
9357,150
9358,-110
9359,-56
9360,267
9361,-43
9362,287
9363,-160
9364,144
9365,434
9366,-288
9367,-159
9368,-370
9369,477
9370,350
9371,-387
9372,-116
9373,73
9374,-447
9375,277
9376,-19
9377,28
9378,-52
9379,446
9380,67
9381,-133
9382,-423
9383,267
9384,-300
9385,224
9386,143
9387,214
9388,-299
9389,-331
9390,-9
9391,-242
9392,-482
9393,-374
9394,-440
9395,-464
9396,224
9397,243
9398,-29
9399,166
9400,211
9401,15
9402,471
9403,-58
9404,3
9405,88
9406,-374
9407,289
9408,245
9409,-183
9410,303
9411,98
9412,-189
9413,-117
9414,-424
9415,-493
9416,-401
9417,255
9418,-447
9419,494
9420,302
9421,-319
9422,-353
9423,-280
9424,-365
9425,196
9426,-220
9427,45
9428,-472
9429,289
9430,-472
9431,255
9432,-443
9433,-39
9434,-412
9435,-486
9436,376
9437,-177
9438,-451
9439,-308
9440,-143
9441,-418
9442,409
9443,436
9444,-426
9445,317
9446,466
9447,49
9448,203
9449,381
9450,419
9451,337
9452,-61
9453,-491
9454,363
9455,-63
9456,-219
9457,-109
9458,-43
9459,473
9460,-403
9461,159
9462,-469
9463,-200
9464,347
9465,308
9466,-430
9467,-449
9468,-98
9469,138
9470,-487
9471,-378
9472,-229
9473,3
9474,-479
9475,-292
9476,263
9477,226
9478,-494
9479,-20
9480,-159
9481,-70
9482,-488
9483,-71
9484,37
9485,463
9486,102
9487,-22
9488,-179
9489,-287
9490,-197
9491,-443
9492,-382
9493,-256
9494,145
9495,28
9496,-404
9497,18
9498,130
9499,183
9500,183
9501,268
9502,-205
9503,128
9504,234
9505,49
9506,-439
9507,19
9508,-109
9509,27
9510,-347
9511,241
9512,485
9513,406
9514,-76
9515,-67
9516,185
9517,448
9518,-129
9519,-181
9520,466
9521,428
9522,-24
9523,-296
9524,-424
9525,110
9526,-43
9527,16
9528,-267
9529,-145
9530,322
9531,202
9532,426
9533,499
9534,318
9535,-56
9536,430
9537,-149
9538,-326
9539,133
9540,-367
9541,35
9542,-474
9543,329
